,‹TŽRŽs,0
1062,374,412.8933333333333
1063,359,380.68333333333334
1064,356,476.3066666666667
1065,443,484.27666666666664
1066,549,384.25666666666666
1067,584,456.74222222222227
1068,671,538.6252222222223
1069,719,656.1433333333333
1070,636,575.9606944444444
1071,549,485.1566666666667
1072,447,377.23
1073,331,425.67
1074,223,197.6313650793651
1075,178,161.95666666666668
1076,173,152.00666666666666
1077,231,200.49142857142857
1078,345,280.27666666666664
1079,491,378.06333333333333
1080,533,408.52222222222224
1081,546,440.8233333333333
1082,504,447.2140555555556
1083,441,411.10333333333335
1084,410,364.98266666666666
1085,381,319.12
1086,350,288.0908333333333
1087,296,263.7033333333333
1088,307,281.12
1089,343,295.6433333333333
1090,462,387.1666666666667
1091,528,419.37666666666667
1092,659,500.7544444444444
1093,701,516.4833333333333
1094,651,533.9911111111112
1095,549,478.18666666666667
1096,447,382.9
1097,331,273.54333333333335
1098,232,213.18333333333334
1099,165,168.85288888888888
1100,160,165.5
1101,204,204.18
1102,333,302.2133333333333
1103,452,375.395
1104,494,433.06333333333333
1105,494,441.4866666666667
1106,453,459.4677777777778
1107,406,399.11333333333334
1108,357,355.5933333333333
1109,332,338.4266666666667
1110,360,273.49666666666667
1111,283,272.53333333333336
1112,287,279.2133333333333
1113,331,304.5733333333333
1114,415,353.2
1115,543,431.0755555555556
1116,617,436.25333333333333
1117,685,493.3
1118,631,543.63
1119,530,476.1522222222223
1120,421,390.3333333333333
1121,311,300.28333333333336
1122,201,207.95333333333335
1123,182,181.46333333333334
1124,159,170.68666666666667
1125,180,174.98666666666668
1126,331,301.04333333333335
1127,479,402.6766666666667
1128,547,404.3566666666667
1129,527,463.68565079365084
1130,485,405.4866666666667
1131,412,387.75333333333333
1132,389,327.1666666666667
1133,314,323.62
1134,328,303.43666666666667
1135,300,268.6533333333333
1136,294,293.33666666666664
1137,346,307.8466666666667
1138,433,374.8333333333333
1139,508,388.28333333333336
1140,635,484.1458333333333
1141,664,638.7766666666666
1142,634,563.75
1143,527,486.66
1144,424,397.85
1145,298,307.601
1146,201,204.09088888888888
1147,172,169.81666666666666
1148,133,165.08333333333334
1149,181,225.15
1150,335,288.65
1151,426,409.03711111111113
1152,435,398.71611111111116
1153,435,400.6
1154,416,435.8466666666667
1155,381,531.6866666666666
1156,385,468.94666666666666
1157,395,417.4433333333333
1158,388,336.11333333333334
1159,404,393.5133333333333
1160,550,365.4266666666667
1161,612,400.61333333333334
1162,684,467.41
1163,921,476.89666666666665
1164,1079,628.4
1165,1051,555.4366666666666
1166,950,642.9966666666667
1167,827,670.7833333333333
1168,785,548.5666666666667
1169,911,500.8466666666667
1170,959,399.2633333333333
1171,995,391.87333333333333
1172,1057,378.9633333333333
1173,956,290.57666666666665
1174,993,292.68
1175,986,378.74466666666666
1176,920,484.22333333333336
1177,825,446.69
1178,741,443.3233333333333
1179,659,419.93
1180,618,356.07
1181,584,366.1933333333333
1182,553,293.0233333333333
1183,498,271.5733333333333
1184,472,274.6433333333333
1185,511,299.42
1186,555,349.9066666666667
1187,620,454.29
1188,707,467.9155555555556
1189,728,538.55
1190,668,512.9733333333334
1191,612,471.55
1192,505,406.67533333333336
1193,417,271.62
1194,318,241.85666666666665
1195,237,192.86249999999998
1196,225,153.45666666666668
1197,249,186.3618888888889
1198,352,250.41666666666666
1199,476,391.10023809523807
1200,569,431.0966666666667
1201,618,440.2633333333333
1202,594,430.2733333333333
1203,537,345.19666666666666
1204,475,341.2216666666667
1205,422,290.41333333333336
1206,354,297.7
1207,363,247.73666666666668
1208,343,304.76666666666665
1209,364,319.0966666666667
1210,428,354.57
1211,504,413.3233333333333
1212,592,505.12
1213,651,570.7733333333333
1214,605,533.9166666666666
1215,547,460.855
1216,440,388.09
1217,365,323.6933333333333
1218,267,217.39666666666668
1219,203,174.27972222222218
1220,172,156.81583333333333
1221,180,184.54
1222,232,316.94
1223,342,422.9149444444444
1224,475,410.9633333333333
1225,526,408.61
1226,549,422.86
1227,502,359.6
1228,468,336.5833333333333
1229,414,302.87666666666667
1230,353,289.61
1231,310,264.99666666666667
1232,318,287.7133333333333
1233,381,299.73333333333335
1234,467,441.5966666666667
1235,543,471.06333333333333
1236,643,490.5633968253968
1237,677,525.26
1238,632,516.22
1239,523,434.358873015873
1240,417,391.00333333333333
1241,310,304.45
1242,230,240.93
1243,156,167.7638888888889
1244,157,157.04333333333332
1245,190,185.10333333333332
1246,309,255.73666666666668
1247,429,380.70383333333325
1248,453,427.10333333333335
1249,457,397.02666666666664
1250,455,420.11
1251,395,359.70666666666665
1252,348,351.99333333333334
1253,320,315.93
1254,296,296.26666666666665
1255,280,263.59
1256,330,293.21666666666664
1257,377,333.12666666666667
1258,432,357.92
1259,537,426.7733333333333
