,—éŽ­Žs,0
298,1139,1229.0573333333334
299,1425,1398.1483333333333
300,1686,1684.9
301,1821,1815.6366666666668
302,1924,1943.4266666666667
303,1735,1754.9437142857141
304,1485,1521.7366666666667
305,1253,1232.25
306,1048,1051.34
307,858,832.0433333333333
308,735,712.5265
309,718,711.8666666666667
310,859,923.242
311,1117,1246.292222222222
312,1493,1645.7733333333333
313,1464,1572.2366666666667
314,1337,1346.4366666666667
315,1257,1337.27
316,1228,1291.4966666666667
317,1157,1155.96
318,1124,1124.67
319,1082,1095.91
320,1003,1093.89
321,1008,1085.94
322,1071,1230.89
323,1383,1385.29
324,1687,1588.8733333333332
325,1814,1703.5333333333333
326,1923,1878.7386666666666
327,1740,1703.65
328,1513,1511.98
329,1214,1236.92
330,1067,999.7666666666667
331,872,875.49
332,740,718.6066666666667
333,720,804.7433333333333
334,845,883.9015555555555
335,1121,1340.08
336,1430,1641.48
337,1407,1550.1902777777775
338,1196,1361.55
339,1149,1258.2233333333334
340,1103,1244.4366666666667
341,1063,1089.6155555555556
342,1075,1124.1166666666666
343,1036,1164.9533333333334
344,949,1020.9808333333333
345,915,1068.8141666666668
346,1100,1212.8766666666668
347,1336,1503.1533333333334
348,1602,1636.39
349,1735,1715.2233333333334
