,—\•ñ“ú,—éŽ­Žs,0,—\•ñ’l_—éŽ­Žs
1556,2020-07-05 06:00:00,932,817.4233333333333,0.0
1557,2020-07-05 07:00:00,884,816.4933333333333,0.0
1558,2020-07-05 08:00:00,902,960.2166666666667,0.0
1559,2020-07-05 09:00:00,1071,1245.75,0.2
1560,2020-07-05 10:00:00,1340,1593.1533333333334,0.0
1561,2020-07-05 11:00:00,1549,1589.61,0.0
1562,2020-07-05 12:00:00,1560,1372.8133333333333,0.0
1563,2020-07-05 13:00:00,1503,1322.9666666666667,0.1
1564,2020-07-05 14:00:00,1419,1285.2733333333333,0.1
1565,2020-07-05 15:00:00,1387,1252.3266666666666,0.2
1566,2020-07-05 16:00:00,1382,1219.4066666666668,0.8
1567,2020-07-05 17:00:00,1337,1173.31,1.2
1568,2020-07-05 18:00:00,1282,1122.1133333333332,0.4
1569,2020-07-05 19:00:00,1280,1134.61,0.1
1570,2020-07-05 20:00:00,1480,1246.4266666666667,0.3
1571,2020-07-05 21:00:00,1679,1497.7466666666667,0.8
1572,2020-07-05 22:00:00,1779,1617.3866666666668,0.6
1573,2020-07-05 23:00:00,2018,1767.9,1.1
1574,2020-07-06 00:00:00,1994,1779.7766666666666,0.6
1575,2020-07-06 01:00:00,1870,1737.1,0.2
1576,2020-07-06 02:00:00,1643,1625.4966666666667,0.0
1577,2020-07-06 03:00:00,1397,1408.7366666666667,0.0
1578,2020-07-06 04:00:00,1109,1109.4358333333332,0.0
1579,2020-07-06 05:00:00,967,919.8833333333333,0.5
1580,2020-07-06 06:00:00,880,911.8466666666667,1.2
1581,2020-07-06 07:00:00,853,916.26,1.4
1582,2020-07-06 08:00:00,970,1164.02,0.7
1583,2020-07-06 09:00:00,1363,1400.1,0.1
1584,2020-07-06 10:00:00,1674,1614.9766666666667,2.3
1585,2020-07-06 11:00:00,1517,1550.66,7.6
1586,2020-07-06 12:00:00,1304,1334.8366666666666,4.8
1587,2020-07-06 13:00:00,1244,1382.1733333333334,1.9
1588,2020-07-06 14:00:00,1218,1252.7166666666667,0.6
1589,2020-07-06 15:00:00,1288,1237.7133333333334,0.3
1590,2020-07-06 16:00:00,1260,1321.6633333333334,0.8
1591,2020-07-06 17:00:00,1255,1459.96,0.8
1592,2020-07-06 18:00:00,1240,1433.6866666666667,0.1
1593,2020-07-06 19:00:00,1279,1350.1666666666667,0.3
1594,2020-07-06 20:00:00,1481,1365.6433333333334,0.5
1595,2020-07-06 21:00:00,1686,1715.5233333333333,0.2
1596,2020-07-06 22:00:00,1948,1924.9,0.0
1597,2020-07-06 23:00:00,2102,1990.33,0.0
1598,2020-07-07 00:00:00,2186,1939.13,0.2
1599,2020-07-07 01:00:00,2009,1884.89,0.2
1600,2020-07-07 02:00:00,1792,1718.25,0.1
1601,2020-07-07 03:00:00,1480,1403.51,0.0
1602,2020-07-07 04:00:00,1239,1146.1933333333334,0.1
1603,2020-07-07 05:00:00,1049,980.2733333333333,0.0
1604,2020-07-07 06:00:00,917,844.5066666666667,0.2
1605,2020-07-07 07:00:00,885,817.2633333333333,0.1
1606,2020-07-07 08:00:00,972,934.19,0.1
1607,2020-07-07 09:00:00,1365,1273.39,0.2
1608,2020-07-07 10:00:00,1629,1586.8566666666666,2.2
1609,2020-07-07 11:00:00,1522,1616.22,1.7
1610,2020-07-07 12:00:00,1338,1483.65,0.6
1611,2020-07-07 13:00:00,1295,1424.78,0.6
1612,2020-07-07 14:00:00,1208,1338.95,1.1
1613,2020-07-07 15:00:00,1196,1325.39,1.1
1614,2020-07-07 16:00:00,1235,1254.02,1.3
1615,2020-07-07 17:00:00,1042,1234.86,1.3
1616,2020-07-07 18:00:00,988,1205.95,0.9
1617,2020-07-07 19:00:00,1411,1205.1966666666667,1.0
1618,2020-07-07 20:00:00,1463,1396.4733333333334,1.3
1619,2020-07-07 21:00:00,1746,1584.6366666666668,1.0
1620,2020-07-07 22:00:00,2115,1760.13,0.6
1621,2020-07-07 23:00:00,2280,1901.5433333333333,0.4
1622,2020-07-08 00:00:00,2288,2017.4033333333334,0.3
1623,2020-07-08 01:00:00,2114,1753.9733333333334,0.1
1624,2020-07-08 02:00:00,1753,1649.56,0.2
1625,2020-07-08 03:00:00,1144,1422.6,1.1
1626,2020-07-08 04:00:00,1080,1202.77,2.1
1627,2020-07-08 05:00:00,846,1140.5133333333333,3.1
1628,2020-07-08 06:00:00,1067,1385.87,3.2
1629,2020-07-08 07:00:00,1513,1690.5,1.1
1630,2020-07-08 08:00:00,1682,1831.7366666666667,0.4
1631,2020-07-08 09:00:00,2200,1891.2266666666667,0.0
1632,2020-07-08 10:00:00,2320,2096.4533333333334,0.0
1633,2020-07-08 11:00:00,2111,1950.9433333333334,0.0
1634,2020-07-08 12:00:00,1989,1741.7233333333334,0.0
1635,2020-07-08 13:00:00,1941,1749.8266666666666,0.1
1636,2020-07-08 14:00:00,1760,1469.36,0.3
1637,2020-07-08 15:00:00,1673,1452.2633333333333,0.4
1638,2020-07-08 16:00:00,1556,1669.3166666666666,0.5
1639,2020-07-08 17:00:00,1480,1545.7533333333333,0.8
1640,2020-07-08 18:00:00,1326,1535.17,0.6
1641,2020-07-08 19:00:00,1393,1623.0033333333333,0.6
1642,2020-07-08 20:00:00,1569,1568.2533333333333,0.3
1643,2020-07-08 21:00:00,1760,1459.9166666666667,0.1
1644,2020-07-08 22:00:00,1999,2001.5366666666666,0.1
1645,2020-07-08 23:00:00,2175,2007.18,0.2
1646,2020-07-09 00:00:00,2236,1900.5966666666666,0.2
1647,2020-07-09 01:00:00,2013,2219.8566666666666,0.2
1648,2020-07-09 02:00:00,1775,1753.94,0.2
1649,2020-07-09 03:00:00,1480,1358.1833333333334,0.2
1650,2020-07-09 04:00:00,1257,1159.5566666666666,0.2
1651,2020-07-09 05:00:00,1056,963.0266666666666,1.1
1652,2020-07-09 06:00:00,985,864.14,2.5
1653,2020-07-09 07:00:00,991,898.61,3.5
1654,2020-07-09 08:00:00,1104,1020.3533333333334,3.2
1655,2020-07-09 09:00:00,1600,1327.1566666666668,1.5
1656,2020-07-09 10:00:00,1843,1605.9366666666667,0.1
1657,2020-07-09 11:00:00,1731,1582.3666666666666,0.7
1658,2020-07-09 12:00:00,1585,1456.9933333333333,1.1
1659,2020-07-09 13:00:00,1604,1423.5666666666666,2.5
1660,2020-07-09 14:00:00,1473,1320.5466666666666,5.4
1661,2020-07-09 15:00:00,1473,1332.33,5.8
1662,2020-07-09 16:00:00,1500,1381.8133333333333,3.9
1663,2020-07-09 17:00:00,1439,1341.6933333333334,1.5
1664,2020-07-09 18:00:00,1407,1358.5866666666666,0.1
1665,2020-07-09 19:00:00,1417,1360.94,0.1
1666,2020-07-09 20:00:00,1559,1401.4533333333334,0.0
1667,2020-07-09 21:00:00,1855,1604.7533333333333,0.0
1668,2020-07-09 22:00:00,2033,1814.1166666666666,0.1
1669,2020-07-09 23:00:00,2143,1867.9566666666667,0.5
1670,2020-07-10 00:00:00,2206,1882.4,0.4
1671,2020-07-10 01:00:00,2029,1760.7033333333334,0.0
1672,2020-07-10 02:00:00,1868,1595.2533333333333,0.0
1673,2020-07-10 03:00:00,1563,1351.4166666666667,0.2
1674,2020-07-10 04:00:00,1318,1171.0533333333333,0.2
1675,2020-07-10 05:00:00,1094,969.8433333333334,0.3
1676,2020-07-10 06:00:00,976,816.4866666666667,0.6
1677,2020-07-10 07:00:00,935,832.2166666666667,0.6
1678,2020-07-10 08:00:00,1066,898.04,1.0
1679,2020-07-10 09:00:00,1424,1218.61,1.1
1680,2020-07-10 10:00:00,1695,1480.5133333333333,2.1
1681,2020-07-10 11:00:00,1600,1521.78,0.7
1682,2020-07-10 12:00:00,1438,1452.6066666666666,0.0
1683,2020-07-10 13:00:00,1354,1362.13,0.1
1684,2020-07-10 14:00:00,1301,1272.22,0.0
1685,2020-07-10 15:00:00,1274,1290.0933333333332,0.1
1686,2020-07-10 16:00:00,1286,1242.01,0.1
1687,2020-07-10 17:00:00,1257,1217.29,0.3
1688,2020-07-10 18:00:00,1269,1166.3266666666666,0.1
1689,2020-07-10 19:00:00,1274,1161.7133333333334,0.1
1690,2020-07-10 20:00:00,1383,1289.12,0.0
1691,2020-07-10 21:00:00,1586,1455.4933333333333,0.1
1692,2020-07-10 22:00:00,1749,1605.65,0.3
1693,2020-07-10 23:00:00,1915,1724.6533333333334,0.1
1694,2020-07-11 00:00:00,2027,1727.5,0.1
1695,2020-07-11 01:00:00,1932,1645.866111111111,0.1
1696,2020-07-11 02:00:00,1745,1449.95,0.0
1697,2020-07-11 03:00:00,1446,1270.69,0.1
1698,2020-07-11 04:00:00,1258,1039.66,0.2
1699,2020-07-11 05:00:00,1023,946.1666666666666,0.1
1700,2020-07-11 06:00:00,893,782.51,0.2
1701,2020-07-11 07:00:00,852,802.6033333333334,1.8
1702,2020-07-11 08:00:00,936,855.6066666666667,6.7
1703,2020-07-11 09:00:00,1111,1175.89,10.5
1704,2020-07-11 10:00:00,1388,1454.93,3.8
1705,2020-07-11 11:00:00,1538,1453.3766666666668,3.2
1706,2020-07-11 12:00:00,1512,1355.6866666666667,1.6
1707,2020-07-11 13:00:00,1497,1328.2633333333333,1.0
1708,2020-07-11 14:00:00,1459,1188.62,1.2
1709,2020-07-11 15:00:00,1474,1167.4366666666667,1.0
1710,2020-07-11 16:00:00,1461,1207.21,1.0
1711,2020-07-11 17:00:00,1379,1131.43,1.0
1712,2020-07-11 18:00:00,1349,1112.22,1.8
1713,2020-07-11 19:00:00,1332,1128.1766666666667,3.0
1714,2020-07-11 20:00:00,1442,1220.84,1.6
1715,2020-07-11 21:00:00,1623,1439.2466666666667,0.7
1716,2020-07-11 22:00:00,1745,1621.93,0.5
1717,2020-07-11 23:00:00,1862,1786.5666666666666,0.4
1718,2020-07-12 00:00:00,1964,1813.94,0.2
1719,2020-07-12 01:00:00,1811,1602.52,0.2
1720,2020-07-12 02:00:00,1618,1495.3966666666668,0.0
1721,2020-07-12 03:00:00,1398,1248.1733333333334,0.2
1722,2020-07-12 04:00:00,1192,1050.795,0.0
1723,2020-07-12 05:00:00,971,863.9753333333333,0.1
1724,2020-07-12 06:00:00,861,773.1633333333333,0.0
1725,2020-07-12 07:00:00,828,762.59,0.0
1726,2020-07-12 08:00:00,832,858.9666666666667,0.0
1727,2020-07-12 09:00:00,1074,1169.0433333333333,0.0
1728,2020-07-12 10:00:00,1453,1491.5666666666666,0.0
1729,2020-07-12 11:00:00,1657,1478.7166666666667,0.0
1730,2020-07-12 12:00:00,1665,1352.76,0.0
1731,2020-07-12 13:00:00,1648,1277.4066666666668,0.0
1732,2020-07-12 14:00:00,1571,1153.4966666666667,0.0
1733,2020-07-12 15:00:00,1520,1204.67,0.0
1734,2020-07-12 16:00:00,1484,1175.2,0.0
1735,2020-07-12 17:00:00,1348,1086.5633333333333,0.0
1736,2020-07-12 18:00:00,1300,1053.3566666666666,0.0
1737,2020-07-12 19:00:00,1274,1066.37,0.0
1738,2020-07-12 20:00:00,1401,1233.27,0.0
1739,2020-07-12 21:00:00,1618,1423.8233333333333,0.0
1740,2020-07-12 22:00:00,1780,1603.3633333333332,0.0
1741,2020-07-12 23:00:00,1939,1728.2,0.0
1742,2020-07-13 00:00:00,1962,1794.6133333333332,0.0
1743,2020-07-13 01:00:00,1842,1642.5033333333333,0.0
1744,2020-07-13 02:00:00,1600,1470.931,0.0
1745,2020-07-13 03:00:00,1362,1234.6433333333334,0.0
1746,2020-07-13 04:00:00,1141,1048.2616666666668,0.0
1747,2020-07-13 05:00:00,926,855.5333333333333,0.0
1748,2020-07-13 06:00:00,829,743.0166666666667,0.0
1749,2020-07-13 07:00:00,799,737.0466666666666,0.0
1750,2020-07-13 08:00:00,908,876.0766666666667,0.0
1751,2020-07-13 09:00:00,1184,1222.56,0.0
1752,2020-07-13 10:00:00,1504,1504.5566666666666,0.4
1753,2020-07-13 11:00:00,1402,1419.1833333333334,1.5
1754,2020-07-13 12:00:00,1204,1239.5666666666666,0.7
1755,2020-07-13 13:00:00,1132,1115.5333333333333,0.7
1756,2020-07-13 14:00:00,1115,1057.9766666666667,0.8
1757,2020-07-13 15:00:00,1112,1110.71,1.3
1758,2020-07-13 16:00:00,1119,1106.6133333333332,0.7
1759,2020-07-13 17:00:00,1098,1041.6616666666666,0.3
1760,2020-07-13 18:00:00,1112,1060.0733333333333,0.2
1761,2020-07-13 19:00:00,1153,1092.08,1.0
1762,2020-07-13 20:00:00,1278,1188.8066666666666,0.6
1763,2020-07-13 21:00:00,1504,1481.89,1.9
1764,2020-07-13 22:00:00,1806,1734.0033333333333,0.1
1765,2020-07-13 23:00:00,1970,1825.3933333333334,1.0
1766,2020-07-14 00:00:00,2070,1854.1366666666668,2.6
1767,2020-07-14 01:00:00,1995,1803.0166666666667,2.9
1768,2020-07-14 02:00:00,1767,1581.6633333333334,1.5
1769,2020-07-14 03:00:00,1528,1334.1633333333334,1.1
1770,2020-07-14 04:00:00,1351,1109.0233333333333,1.4
1771,2020-07-14 05:00:00,1053,962.78,3.0
1772,2020-07-14 06:00:00,964,1007.31,5.1
1773,2020-07-14 07:00:00,962,897.04,4.5
1774,2020-07-14 08:00:00,1032,1068.4666666666667,6.6
1775,2020-07-14 09:00:00,1469,1373.7566666666667,6.2
1776,2020-07-14 10:00:00,1769,1689.3566666666666,0.0
1777,2020-07-14 11:00:00,1659,1706.06,0.7
1778,2020-07-14 12:00:00,1513,1393.07,8.4
1779,2020-07-14 13:00:00,1480,1400.9833333333333,8.1
1780,2020-07-14 14:00:00,1400,1329.5433333333333,2.2
1781,2020-07-14 15:00:00,1481,1375.8333333333333,1.0
1782,2020-07-14 16:00:00,1452,1368.1366666666668,0.5
1783,2020-07-14 17:00:00,1394,1408.9766666666667,0.0
1784,2020-07-14 18:00:00,1382,1427.0433333333333,0.0
1785,2020-07-14 19:00:00,1391,1371.22,0.0
1786,2020-07-14 20:00:00,1503,1374.41,0.0
1787,2020-07-14 21:00:00,1772,1610.1866666666667,0.0
1788,2020-07-14 22:00:00,1959,1776.3066666666666,0.0
1789,2020-07-14 23:00:00,2115,1874.54,0.1
1790,2020-07-15 00:00:00,2231,1912.1866666666667,0.0
1791,2020-07-15 01:00:00,2066,1773.15,0.0
1792,2020-07-15 02:00:00,1760,1582.5933333333332,0.0
1793,2020-07-15 03:00:00,1500,1346.9633333333334,0.0
1794,2020-07-15 04:00:00,1282,1165.6666666666667,0.0
1795,2020-07-15 05:00:00,1090,930.8633333333333,0.0
1796,2020-07-15 06:00:00,923,835.62,0.0
1797,2020-07-15 07:00:00,918,824.7966666666666,0.0
1798,2020-07-15 08:00:00,1042,939.7866666666666,0.0
1799,2020-07-15 09:00:00,1393,1235.4033333333334,0.0
1800,2020-07-15 10:00:00,1715,1610.5333333333333,0.0
1801,2020-07-15 11:00:00,1565,1585.85,0.0
1802,2020-07-15 12:00:00,1388,1489.6966666666667,0.0
1803,2020-07-15 13:00:00,1312,1410.8666666666666,0.1
1804,2020-07-15 14:00:00,1241,1322.78,0.1
1805,2020-07-15 15:00:00,1217,1297.87,0.1
1806,2020-07-15 16:00:00,1226,1276.9166666666667,0.1
1807,2020-07-15 17:00:00,1168,1176.9066666666668,0.1
1808,2020-07-15 18:00:00,1163,1159.8633333333332,0.1
1809,2020-07-15 19:00:00,1157,1153.77,0.0
1810,2020-07-15 20:00:00,1313,1261.2233333333334,0.0
1811,2020-07-15 21:00:00,1612,1468.1033333333332,0.0
1812,2020-07-15 22:00:00,1823,1604.76,0.0
1813,2020-07-15 23:00:00,1981,1716.97,0.0
1814,2020-07-16 00:00:00,2046,1792.7033333333334,0.0
1815,2020-07-16 01:00:00,1882,1677.3333333333333,0.0
1816,2020-07-16 02:00:00,1670,1497.1266666666668,0.0
1817,2020-07-16 03:00:00,1395,1300.7033333333334,0.0
1818,2020-07-16 04:00:00,1157,1077.8333333333333,0.0
1819,2020-07-16 05:00:00,951,895.5266666666666,0.0
1820,2020-07-16 06:00:00,857,753.9433333333334,0.0
1821,2020-07-16 07:00:00,843,746.66,0.0
1822,2020-07-16 08:00:00,951,821.1466666666666,0.0
1823,2020-07-16 09:00:00,1441,1158.4766666666667,0.0
1824,2020-07-16 10:00:00,1739,1473.3166666666666,0.0
1825,2020-07-16 11:00:00,1614,1475.0933333333332,0.0
1826,2020-07-16 12:00:00,1446,1347.7933333333333,0.0
1827,2020-07-16 13:00:00,1404,1261.43,0.0
1828,2020-07-16 14:00:00,1250,1180.6,0.0
1829,2020-07-16 15:00:00,1256,1143.5866666666666,0.0
1830,2020-07-16 16:00:00,1212,1166.7166666666667,0.0
1831,2020-07-16 17:00:00,1212,1047.26,0.0
1832,2020-07-16 18:00:00,1140,999.9633333333334,0.0
1833,2020-07-16 19:00:00,1149,1000.9166666666666,0.1
1834,2020-07-16 20:00:00,1290,1152.8133333333333,0.0
1835,2020-07-16 21:00:00,1546,1377.54,0.0
1836,2020-07-16 22:00:00,1675,1570.7966666666666,0.0
1837,2020-07-16 23:00:00,1892,1724.3133333333333,0.0
1838,2020-07-17 00:00:00,1977,1777.75,0.0
1839,2020-07-17 01:00:00,1842,1678.3863333333334,0.1
1840,2020-07-17 02:00:00,1700,1473.1313333333335,0.5
1841,2020-07-17 03:00:00,1377,1216.62,0.6
1842,2020-07-17 04:00:00,1110,1022.7411666666668,0.6
1843,2020-07-17 05:00:00,966,849.0266666666666,0.3
1844,2020-07-17 06:00:00,768,713.6366666666667,0.3
1845,2020-07-17 07:00:00,824,742.3433333333334,0.2
1846,2020-07-17 08:00:00,1023,854.2266666666667,0.2
1847,2020-07-17 09:00:00,1340,1199.3033333333333,0.0
1848,2020-07-17 10:00:00,1594,1472.98,0.2
1849,2020-07-17 11:00:00,1540,1485.3666666666666,0.2
1850,2020-07-17 12:00:00,1276,1256.4333333333334,0.2
1851,2020-07-17 13:00:00,1216,1244.2133333333334,0.2
1852,2020-07-17 14:00:00,1219,1176.4166666666667,0.4
1853,2020-07-17 15:00:00,1224,1110.6266666666668,0.5
1854,2020-07-17 16:00:00,1271,1142.49,0.2
1855,2020-07-17 17:00:00,1244,1059.15,0.0
1856,2020-07-17 18:00:00,1194,1029.6333333333334,0.3
1857,2020-07-17 19:00:00,1160,904.2666666666667,0.6
1858,2020-07-17 20:00:00,1250,1170.1366666666668,0.9
1859,2020-07-17 21:00:00,1482,1424.6666666666667,0.7
1860,2020-07-17 22:00:00,1632,1612.03,0.2
1861,2020-07-17 23:00:00,1820,1758.53,0.3
1862,2020-07-18 00:00:00,1932,1823.2,0.8
1863,2020-07-18 01:00:00,1845,1690.53,1.2
1864,2020-07-18 02:00:00,1747,1493.5516666666667,1.5
1865,2020-07-18 03:00:00,1554,1281.0766666666666,1.6
1866,2020-07-18 04:00:00,1389,1113.069,1.5
1867,2020-07-18 05:00:00,1193,896.6766666666666,1.0
1868,2020-07-18 06:00:00,1000,799.4,0.6
1869,2020-07-18 07:00:00,892,843.48,0.5
1870,2020-07-18 08:00:00,1077,936.6733333333333,0.3
1871,2020-07-18 09:00:00,1313,1289.7366666666667,0.1
1872,2020-07-18 10:00:00,1617,1544.54,0.0
1873,2020-07-18 11:00:00,1808,1518.5466666666666,0.0
1874,2020-07-18 12:00:00,1732,1326.1733333333334,0.0
1875,2020-07-18 13:00:00,1697,1240.3866666666668,0.1
1876,2020-07-18 14:00:00,1662,1118.8033333333333,0.1
1877,2020-07-18 15:00:00,1696,1121.9266666666667,0.3
1878,2020-07-18 16:00:00,1664,1139.24,0.1
1879,2020-07-18 17:00:00,1557,1063.8233333333333,0.2
1880,2020-07-18 18:00:00,1434,1032.0133333333333,0.1
1881,2020-07-18 19:00:00,1392,1045.0066666666667,0.1
1882,2020-07-18 20:00:00,1486,1151.9533333333334,0.1
1883,2020-07-18 21:00:00,1680,1374.1466666666668,0.1
1884,2020-07-18 22:00:00,1812,1591.9233333333334,0.0
1885,2020-07-18 23:00:00,1865,1714.9766666666667,0.0
1886,2020-07-19 00:00:00,1905,1783.6366666666668,0.0
1887,2020-07-19 01:00:00,1811,1682.9833333333333,0.0
1888,2020-07-19 02:00:00,1660,1471.7663333333335,0.0
1889,2020-07-19 03:00:00,1451,1248.9733333333334,0.1
1890,2020-07-19 04:00:00,1257,1031.24,0.1
1891,2020-07-19 05:00:00,1051,881.2066666666667,0.0
1892,2020-07-19 06:00:00,886,745.4166666666666,0.0
1893,2020-07-19 07:00:00,815,755.8133333333334,0.0
1894,2020-07-19 08:00:00,887,841.7133333333334,0.0
1895,2020-07-19 09:00:00,1057,1250.7433333333333,0.0
1896,2020-07-19 10:00:00,1354,1476.86,0.0
1897,2020-07-19 11:00:00,1687,1561.4666666666667,0.0
1898,2020-07-19 12:00:00,1700,1333.0,0.0
1899,2020-07-19 13:00:00,1606,1282.6833333333334,0.0
1900,2020-07-19 14:00:00,1557,1133.82,0.0
1901,2020-07-19 15:00:00,1525,1145.3166666666666,0.0
1902,2020-07-19 16:00:00,1474,1157.741111111111,0.0
1903,2020-07-19 17:00:00,1353,1048.0233333333333,0.0
1904,2020-07-19 18:00:00,1333,1050.2433333333333,0.0
1905,2020-07-19 19:00:00,1284,1062.3666666666666,0.0
1906,2020-07-19 20:00:00,1446,1155.9166666666667,0.0
1907,2020-07-19 21:00:00,1675,1377.8533333333332,0.0
1908,2020-07-19 22:00:00,1839,1571.16,0.0
1909,2020-07-19 23:00:00,1974,1645.9933333333333,0.0
1910,2020-07-20 00:00:00,1945,1755.93,0.0
1911,2020-07-20 01:00:00,1817,1696.09,0.0
1912,2020-07-20 02:00:00,1625,1471.0416666666667,0.0
1913,2020-07-20 03:00:00,1348,1284.0166666666667,0.0
1914,2020-07-20 04:00:00,1120,1012.265,0.0
1915,2020-07-20 05:00:00,914,826.08,0.0
1916,2020-07-20 06:00:00,794,720.72,0.0
1917,2020-07-20 07:00:00,791,790.35,0.0
1918,2020-07-20 08:00:00,922,950.0766666666667,0.0
1919,2020-07-20 09:00:00,1249,1281.315,0.0
1920,2020-07-20 10:00:00,1618,1628.9385555555557,0.0
1921,2020-07-20 11:00:00,1496,1470.48,0.0
1922,2020-07-20 12:00:00,1333,1290.0066666666667,0.0
1923,2020-07-20 13:00:00,1308,1264.4733333333334,0.0
1924,2020-07-20 14:00:00,1228,1171.9166666666667,0.0
1925,2020-07-20 15:00:00,1210,1186.25,0.0
1926,2020-07-20 16:00:00,1159,1148.665,0.0
1927,2020-07-20 17:00:00,1141,1037.73,0.3
1928,2020-07-20 18:00:00,1087,1015.5633333333334,0.4
1929,2020-07-20 19:00:00,1150,1014.2933333333333,0.4
1930,2020-07-20 20:00:00,1270,1126.98,0.2
1931,2020-07-20 21:00:00,1540,1376.06,0.2
1932,2020-07-20 22:00:00,1775,1545.6122222222223,0.0
1933,2020-07-20 23:00:00,1968,1682.28,0.0
1934,2020-07-21 00:00:00,1948,1770.5266666666666,0.0
1935,2020-07-21 01:00:00,1890,1706.2778174603177,0.0
1936,2020-07-21 02:00:00,1618,1459.9596666666666,0.0
1937,2020-07-21 03:00:00,1325,1246.8966666666668,0.0
1938,2020-07-21 04:00:00,1113,1021.1333333333333,0.0
1939,2020-07-21 05:00:00,924,839.782761904762,0.0
1940,2020-07-21 06:00:00,799,728.8433333333334,0.0
1941,2020-07-21 07:00:00,827,776.2633333333333,0.0
1942,2020-07-21 08:00:00,955,957.34,0.0
1943,2020-07-21 09:00:00,1337,1248.06,0.0
1944,2020-07-21 10:00:00,1635,1633.7,0.0
1945,2020-07-21 11:00:00,1512,1449.8366666666666,0.0
1946,2020-07-21 12:00:00,1314,1314.8233333333333,0.0
1947,2020-07-21 13:00:00,1234,1180.0733333333333,0.0
1948,2020-07-21 14:00:00,1207,1103.1,0.1
1949,2020-07-21 15:00:00,1193,1072.1866666666667,0.2
1950,2020-07-21 16:00:00,1182,1087.3066666666666,0.3
1951,2020-07-21 17:00:00,1149,1001.7766666666666,0.5
1952,2020-07-21 18:00:00,1082,1001.91,0.9
1953,2020-07-21 19:00:00,1096,907.1666666666666,1.0
1954,2020-07-21 20:00:00,1313,1076.6308333333334,0.5
1955,2020-07-21 21:00:00,1557,1438.3666666666666,0.3
1956,2020-07-21 22:00:00,1724,1627.6666666666667,0.9
1957,2020-07-21 23:00:00,1894,1637.5766666666666,3.9
1958,2020-07-22 00:00:00,1961,1738.0833333333333,2.8
1959,2020-07-22 01:00:00,1790,1654.2786111111113,0.4
1960,2020-07-22 02:00:00,1656,1502.02,0.1
1961,2020-07-22 03:00:00,1625,1448.14,0.0
1962,2020-07-22 04:00:00,1372,1229.72,0.0
1963,2020-07-22 05:00:00,1127,915.8333333333331,0.1
1964,2020-07-22 06:00:00,987,910.62,0.0
1965,2020-07-22 07:00:00,959,944.2966666666666,0.0
1966,2020-07-22 08:00:00,1066,942.5633333333334,0.1
1967,2020-07-22 09:00:00,1494,1241.17,0.0
1968,2020-07-22 10:00:00,1850,1532.17,0.0
1969,2020-07-22 11:00:00,1723,1497.31,0.0
1970,2020-07-22 12:00:00,1507,1351.0733333333333,0.0
1971,2020-07-22 13:00:00,1418,1269.26,0.0
1972,2020-07-22 14:00:00,1301,1204.4433333333334,0.0
1973,2020-07-22 15:00:00,1263,1221.8916666666667,0.0
1974,2020-07-22 16:00:00,1215,1198.4783333333332,0.0
1975,2020-07-22 17:00:00,1155,1113.6266666666668,0.0
1976,2020-07-22 18:00:00,1118,1053.6,0.0
1977,2020-07-22 19:00:00,1133,1089.6766666666667,0.0
1978,2020-07-22 20:00:00,1259,1190.23,0.0
1979,2020-07-22 21:00:00,1498,1415.6066666666666,0.0
1980,2020-07-22 22:00:00,1662,1603.6333333333334,0.0
1981,2020-07-22 23:00:00,1832,1761.9933333333333,0.0
1982,2020-07-23 00:00:00,1860,1750.92,0.0
1983,2020-07-23 01:00:00,1803,1653.6533333333334,0.0
1984,2020-07-23 02:00:00,1572,1518.4633333333334,0.1
1985,2020-07-23 03:00:00,1340,1236.63,0.1
1986,2020-07-23 04:00:00,1120,1019.9466666666667,0.0
1987,2020-07-23 05:00:00,961,862.16,0.1
1988,2020-07-23 06:00:00,817,776.4366666666666,0.1
1989,2020-07-23 07:00:00,775,766.7466666666667,0.1
1990,2020-07-23 08:00:00,863,915.85,0.1
1991,2020-07-23 09:00:00,1093,1213.8466666666666,0.0
1992,2020-07-23 10:00:00,1421,1481.7766666666666,1.1
1993,2020-07-23 11:00:00,1495,1471.83,1.6
1994,2020-07-23 12:00:00,1408,1309.85,1.7
1995,2020-07-23 13:00:00,1339,1254.16,0.5
1996,2020-07-23 14:00:00,1245,1197.11,0.1
1997,2020-07-23 15:00:00,1239,1200.0866666666666,0.0
1998,2020-07-23 16:00:00,1149,1204.09,0.0
1999,2020-07-23 17:00:00,1111,1110.6566666666668,0.0
2000,2020-07-23 18:00:00,1084,1121.6633333333334,0.0
2001,2020-07-23 19:00:00,1125,1106.8166666666666,0.0
2002,2020-07-23 20:00:00,1282,1227.91,0.0
2003,2020-07-23 21:00:00,1511,1409.9333333333334,0.0
2004,2020-07-23 22:00:00,1624,1589.5866666666666,0.0
2005,2020-07-23 23:00:00,1751,1749.34,0.0
2006,2020-07-24 00:00:00,1840,1806.8166666666666,0.0
2007,2020-07-24 01:00:00,1705,1682.76,0.0
2008,2020-07-24 02:00:00,1581,1505.35,0.0
2009,2020-07-24 03:00:00,1322,1269.82,0.0
2010,2020-07-24 04:00:00,1106,1050.7933333333333,0.0
2011,2020-07-24 05:00:00,947,876.3166666666667,0.0
2012,2020-07-24 06:00:00,777,739.4733333333334,0.0
2013,2020-07-24 07:00:00,760,739.8933333333333,0.0
2014,2020-07-24 08:00:00,839,837.3266666666667,0.0
2015,2020-07-24 09:00:00,1002,1168.4133333333334,0.0
