,Žl“úŽsŽs,0
1212,305,284.25666666666666
1213,343,311.99333333333334
1214,342,330.8283333333333
1215,295,281.96666666666664
1216,227,211.62
1217,188,155.83444444444444
1218,133,106.69162962962963
1219,101,81.6
1220,89,85.42
1221,101,153.92
1222,152,208.17133333333334
1223,246,329.07666666666665
1224,326,315.3433333333333
1225,337,252.32666666666665
1226,307,206.26666666666668
1227,257,163.75666666666666
1228,218,148.71733333333333
1229,189,139.13333333333333
1230,181,153.7
1231,163,135.31666666666666
1232,177,133.45666666666668
1233,181,145.86333333333334
1234,231,188.68
1235,288,237.75666666666666
1236,340,314.44111111111107
1237,365,344.1066666666667
1238,348,315.7733333333333
1239,291,273.63666666666666
1240,209,208.94333333333333
1241,163,157.51333333333332
1242,119,129.66666666666666
1243,87,85.56333333333333
1244,82,81.41
1245,103,83.93
